Road,Suburb,Latitude,Longitude,Formatted_Address
Midland Highway,STEWARTON,-36.4387321,145.7960368,"Midland Highway, Rural City of Benalla VIC 3725, Australia"
Midland Highway,BARJARG,-36.9580669,146.0016842,"Midland Highway, Shire of Mansfield VIC 3723, Australia"
Midland Highway,SWANPOOL,-36.7458538,146.0012444,"Midland Highway, Swanpool VIC 3673, Australia"
Midland Highway,BAGSHOT,-36.653791,144.4024132,"Midland Highway, City of Greater Bendigo VIC 3551, Australia"
Midland Highway,BLAMPIED,-37.3761845,144.0240337,"Midland Highway, Shire of Hepburn VIC 3364, Australia"
Midland Highway,MOUNT FRANKLIN,-37.223049,144.139826,"Midland Highway, Yandoit VIC 3461, Australia"
Midland Highway,MOUNT PROSPECT,-37.360517,144.055679,"Midland Highway, Blampied VIC 3364, Australia"
Midland Highway,BARKERS CREEK,-37.025908,144.236254,"Midland Highway, Barkers Creek VIC 3451, Australia"
Midland Highway,CAMPBELLS CREEK,-37.1234449,144.1789802,"Midland Highway, Campbells Creek VIC 3451, Australia"
Midland Highway,CASTLEMAINE,-37.0301017,144.2344009,"Midland Highway, Castlemaine VIC 3450, Australia"
Midland Highway,BANNOCKBURN,-38.001486,144.155461,"Midland Highway, Bannockburn VIC 3331, Australia"
Midland Highway,CLARENDON,-37.6937284,143.9728582,"Midland Highway, Clarendon VIC 3352, Australia"
Midland Highway,BYRNESIDE,-36.4216245,145.1684497,"Midland Highway, Byrneside VIC 3617, Australia"
Midland Highway,TATURA,-36.4063757,145.2774485,"Midland Highway, Tatura VIC 3616, Australia"
Midland Highway,COROP,-36.457889,144.7983043,"Midland Highway, Corop VIC 3559, Australia"
MIDLAND Highway,AVONMORE,-36.5421755,144.5771809,"Midland Highway, Elmore VIC 3557, Australia"
Midland Highway,WHITE HILLS,-36.725012,144.302069,"White Hills (Bendigo) VIC 3550, Australia"
Midland Link Highway,MAINDAMPLE,-37.0264283,145.9549704,"Midland Link Highway, Shire of Mansfield VIC 3723, Australia"
Military Road,AVONDALE HEIGHTS,-37.756414,144.8595439,"Military Road, Avondale Heights VIC 3034, Australia"
Milleara Road,KEILOR EAST,-37.7376706,144.8642121,"Milleara Road, Keilor East VIC 3033, Australia"
Miller Street,EPPING,-37.6515793,145.0192136,"Miller Street, Epping VIC 3076, Australia"
Millers Road,ALTONA,-37.8705008,144.8381821,"Millers Road, Altona VIC 3018, Australia"
Millers Road,ALTONA NORTH,-37.8252731,144.8489875,"Millers Road, Altona North VIC 3025, Australia"
Millewa Road,KOORLONG,-34.3663214,141.8954172,"Millewa Road, Red Cliffs VIC 3496, Australia"
Millewa Road,RED CLIFFS,-34.3663214,141.8954172,"Millewa Road, Cardross VIC 3496, Australia"
Mitcham Road,MITCHAM,-37.8180316,145.1938016,"Mitcham Road, Mitcham VIC 3132, Australia"
Mitchell Street,COLBINABBIN,-36.5902529,144.801964,"Mitchell Street, Colbinabbin VIC 3559, Australia"
Mitchell Street,MAIDSTONE,-37.7817574,144.870551,"Mitchell Street, Maidstone VIC 3012, Australia"
Mitford Street,ELWOOD,-37.8755642,144.9838384,"Mitford Street, Elwood VIC 3184, Australia"
Moe-Glengarry Road,YALLOURN NORTH,-38.1571,146.359185,"Yallourn North (Yallourn North), VIC, Australia"
Moe-Rawson Road,MOONDARRA,-38.0225703,146.3554654,"Moe - Rawson Road, Shire of Baw Baw VIC 3825, Australia"
Moe-Willow Grove Road,WILLOW GROVE,-38.0696556,146.1762083,"Moe Willow Grove Road, Willow Grove VIC 3825, Australia"
Monaro Highway,NOORINBEE,-37.5630279,149.1522898,"Monaro Highway, Cann River VIC 3890, Australia"
Monash Road,NEWBOROUGH,-38.1737979,146.3150664,"Monash Road, Newborough VIC 3825, Australia"
Monash Street,SUNSHINE,-37.7895888,144.8408718,"Monash Street, Sunshine VIC 3020, Australia"
Monash Way,CHURCHILL,-38.3332547,146.4130198,"Monash Way, Churchill VIC 3842, Australia"
Monbulk Road,SILVAN,-37.8235609,145.4173244,"Monbulk Road, Silvan VIC 3795, Australia"
Monbulk Road,MOUNT EVELYN,-37.7899848,145.3879516,"Monbulk Road, Mount Evelyn VIC 3796, Australia"
Mont Albert Road,CANTERBURY,-37.8161146,145.0616487,"Mont Albert Road, Canterbury VIC 3126, Australia"
Montague Street,SOUTH MELBOURNE,-37.8375816,144.9543006,"Montague Street, South Melbourne VIC 3205, Australia"
Montague Street,ALBERT PARK,-37.8424216,144.9564923,"Montague Street, Albert Park VIC 3206, Australia"
Moore Street,MOE,-38.1748623,146.2611708,"Moore Street, Moe VIC 3825, Australia"
Moore Street,WARRNAMBOOL,-38.3746217,142.5017735,"Moore Street, Warrnambool VIC 3280, Australia"
Moorooduc Highway,MOUNT ELIZA,-38.2192722,145.1046261,"Moorooduc Highway, Mount Eliza VIC 3930, Australia"
Mooroopna-Murchison Road,MURCHISON,-36.5904174,145.2398641,"River Road, Murchison VIC 3610, Australia"
Mooroopna-Murchison Road,OLD TOOLAMBA,-36.5061322,145.3111876,"Old Toolamba, City of Greater Shepparton VIC 3614, Australia"
Moran Street,PICOLA,-35.9990286,145.1150849,"Moran Street, Picola VIC 3639, Australia"
Moran Street,LONG GULLY,-36.7460831,144.2692109,"Moran Street, Long Gully VIC 3550, Australia"
Morang Drive,MILL PARK,-37.6517668,145.0649941,"Morang Drive, Mill Park VIC 3032, Australia"
Moray Street,SOUTH MELBOURNE,-37.836433,144.9649304,"Moray Street, South Melbourne VIC 3205, Australia"
Moreland Road,BRUNSWICK,-37.757249,144.9796096,"Moreland Road, Brunswick East VIC 3058, Australia"
Moreland Street,FOOTSCRAY,-37.8008503,144.9078213,"Moreland Street, Footscray VIC 3011, Australia"
Mornington Peninsula Freeway,ROSEBUD,-38.3719705,144.9028599,"Mornington Peninsula Freeway, Rosebud VIC 3939, Australia"
Mornington Peninsula Freeway,PATTERSON LAKES,-38.0596184,145.1473284,"Mornington Peninsula Freeway, Patterson Lakes VIC 3197, Australia"
Mornington Peninsula Freeway,DROMANA,-38.3301515,144.988807,"Mornington Peninsula Freeway, Dromana VIC 3936, Australia"
Mornington Peninsula Freeway,CHELSEA HEIGHTS,-38.0463276,145.1424393,"Mornington Peninsula Freeway, Chelsea Heights VIC 3196, Australia"
Mornington Peninsula Freeway,BANGHOLME,-38.0501356,145.1442939,"Mornington Peninsula Freeway, Bangholme VIC 3175, Australia"
Mornington Peninsula Freeway,MCCRAE,-38.3517678,144.9332975,"Mornington Peninsula Freeway, McCrae VIC 3938, Australia"
Mornington-Tyabb Road,TYABB,-38.2611822,145.1885147,"Mornington - Tyabb Road, Tyabb VIC 3913, Australia"
Morpung Avenue,IRYMPLE,-34.2587173,142.1623524,"Morpung Avenue, Irymple VIC 3498, Australia"
Morris Road,HOPPERS CROSSING,-37.8814943,144.7007391,"Morris Road, Hoppers Crossing VIC 3029, Australia"
Mortlake-Ararat Road,DENICULL CREEK,-37.324878,142.9136128,"Mortlake - Ararat Road, Ararat VIC 3377, Australia"
Mortlake-Ararat Road,MAROONA,-37.438532,142.8593108,"Mortlake - Ararat Road, Maroona VIC 3377, Australia"
Mossfiel Drive,HOPPERS CROSSING,-37.8674072,144.6905492,"Mossfiel Drive, Hoppers Crossing VIC 3029, Australia"
Mount Buffalo Road,POREPUNKAH,-36.6933189,146.873256,"Mount Buffalo Road, Alpine Shire VIC 3740, Australia"
Mount Buller Road,MERRIJIG,-37.1023945,146.2563031,"Mount Buller Road, Merrijig VIC 3723, Australia"
Mount Buller Road,SAWMILL SETTLEMENT,-37.11074,146.360675,"Merrijig (Sawmill Settlement), VIC, Australia"
Mount Buller Road,MANSFIELD,-37.0799516,146.2000881,"Mount Buller Road, Mansfield VIC 3722, Australia"
Mount Dandenong Road,CROYDON,-37.7996474,145.2689142,"Mount Dandenong Road, Croydon VIC 3136, Australia"
Mount Dandenong Tourist Road,MONTROSE,-37.8103828,145.3435183,"Mount Dandenong Tourist Road, Montrose VIC 3765, Australia"
Mount Macedon Road,WOODEND,-37.361766,144.5482936,"Mount Macedon Road, Woodend VIC 3442, Australia"
Mount Pleasant Road,ELTHAM,-37.7233896,145.181475,"Mount Pleasant Road, Eltham VIC 3095, Australia"
Mount Ridley Road,CRAIGIEBURN,-37.5694176,144.9379392,"Mount Ridley Road, Craigieburn VIC 3064, Australia"
Mt Alexander Road,ESSENDON,-37.7495561,144.9139199,"Mount Alexander Road, Essendon VIC 3040, Australia"
Mt Buller Road,MERRIJIG,-37.1023945,146.2563031,"Mount Buller Road, Merrijig VIC 3723, Australia"
Mt DERRIMUT Road,DERRIMUT,-37.8093244,144.769527,"Mount Derrimut Road, Derrimut VIC 3026, Australia"
Mt Ridley Road,MICKLEHAM,-37.5638887,144.8908482,"Mount Ridley Road, Mickleham VIC 3064, Australia"
Murchison-Tatura Road,DHURRINGILE,-36.4919666,145.2227423,"Murchison - Tatura Road, Tatura VIC 3616, Australia"
Murchison-Tatura Road,TATURA,-36.4912614,145.2227423,"Murchison - Tatura Road, Tatura VIC 3616, Australia"
Murchison-Violet Town Road,ARCADIA SOUTH,-36.6116967,145.3424487,"Murchison - Violet Town Road, Shire of Strathbogie VIC 3631, Australia"
Murchison-Violet Town Road,MURCHISON EAST,-36.6152108,145.2420079,"Murchison - Violet Town Road, Murchison VIC 3610, Australia"
Murchison-Violet Town Road,MIEPOLL,-36.61163,145.50716,"Murchison - Violet Town Road, Shire of Strathbogie VIC 3666, Australia"
Murdoch Road,WANGARATTA,-36.3731053,146.3232356,"Murdoch Road, Wangaratta VIC 3677, Australia"
Murphy Street,EAST BENDIGO,-36.7416206,144.3068549,"Murphy Street, East Bendigo VIC 3550, Australia"
Murray Parade,KOONDROOK,-35.6320584,144.1260286,"Murray Parade, Koondrook VIC 3580, Australia"
Murray Road,COBURG,-37.7359533,144.9827487,"Murray Road, Coburg VIC 3058, Australia"
Murray Valley  Highway,BEVERFORD,-35.2156365,143.4315251,"Murray Valley Highway, Rural City of Swan Hill VIC 3590, Australia"
Murray Valley Highway,COBRAM EAST,-35.9737447,145.7292625,"Murray Valley Highway, Shire of Moira VIC 3644, Australia"
Murray Valley Highway,STRATHMERTON,-35.9254555,145.427767,"Murray Valley Highway, Shire of Moira VIC 3641, Australia"
Murray Valley Highway,TORRUMBARRY,-36.0325645,144.5290928,"Murray Valley Highway, Torrumbarry VIC 3562, Australia"
Murray Valley Highway,BARNAWARTHA NORTH,-36.0816276,146.7270503,"Murray Valley Highway, City of Wodonga VIC 3691, Australia"
Murray Valley Highway,BRIMIN,-36.0767468,146.2614361,"Murray Valley Highway, Shire of Indigo VIC 3685, Australia"
Murray Valley Highway,BROWNS PLAINS,-36.0530399,146.6648634,"Murray Valley Highway, Barnawartha VIC 3688, Australia"
Murray Valley Highway,WHARPARILLA,-36.1084971,144.698765,"Murray Valley Highway, Echuca VIC 3564, Australia"
Murray Valley Highway,KOTUPNA,-36.1603249,145.1211538,"Murray Valley Highway, Shire of Moira VIC 3638, Australia"
Murray Valley Highway,NATHALIA,-36.1100415,145.2001804,"Murray Valley Highway, Nathalia VIC 3638, Australia"
Murray Valley Highway,YARRAWONGA,-36.0130174,146.0187681,"Murray Valley Highway, Yarrawonga VIC 3730, Australia"
Murray Valley Highway,BARAWARTHA,-36.012206,146.03692,"Murray Valley Highway, Yarrawonga-Mulwala VIC 3730, Australia"
Murray Valley Highway,BUNDALONG,-36.0555518,146.1716215,"Murray Valley Highway, Bundalong VIC 3730, Australia"
Murray Valley Highway,BAREP,-35.453726,143.62707,"Murray Valley Highway, Lake Boga VIC 3584, Australia"
Murray Valley Highway,ECHUCA,-36.1084971,144.698765,"Murray Valley Highway, Echuca VIC 3564, Australia"
Murray Valley Highway,PEDERICK,-36.141215,147.003776,"Murray Valley Highway, Ebden VIC 3691, Australia"
Murray Valley Highway,COHUNA,-35.8250801,144.2396288,"Murray Valley Highway, Cohuna VIC 3568, Australia"
Murray Valley Highway,MEAD,-35.7939672,144.0939985,"Murray Valley Highway, Shire of Gannawarra VIC 3579, Australia"
Murray Valley Highway,WEE WEE RUP,-35.8823678,144.3154219,"Murray Valley Highway, Leitchville VIC 3567, Australia"
Murray Valley Highway,WOOD WOOD,-35.1006259,143.343655,"Murray Valley Highway, Wood Wood VIC 3596, Australia"
Murray Valley Highway,GUNBOWER,-35.9975243,144.411232,"Murray Valley Highway, Gunbower VIC 3566, Australia"
Murray Valley Highway,LEITCHVILLE,-35.8823678,144.3154219,"Murray Valley Highway, Leitchville VIC 3567, Australia"
Murray Valley Highway,BARNAWARTHA,-36.0547193,146.6829562,"Murray Valley Highway, Barnawartha VIC 3688, Australia"
Murray Valley Highway,BERRINGAMA,-36.2223069,147.6607753,"Murray Valley Highway, Shire of Towong VIC 3691, Australia"
Murray Valley Highway,CUDGEWA,-36.2216838,147.739483,"Murray Valley Highway, Shire of Towong VIC 3705, Australia"
Murray Valley Highway,TALLANGATTA,-36.224172,147.113277,"Murray Valley Highway, Tallangatta VIC 3700, Australia"
Murray Valley Highway,BEVERFORD,-35.2156365,143.4315251,"Murray Valley Highway, Rural City of Swan Hill VIC 3590, Australia"
Murray Valley Highway,KENLEY,-34.8327696,143.2643647,"Murray Valley Highway, Rural City of Swan Hill VIC 3597, Australia"
Murray Valley Highway,LAKE BOGA,-35.4667228,143.6471152,"Murray Valley Highway, Lake Boga VIC 3584, Australia"
Murray Valley Highway,NYAH,-35.1081027,143.3473993,"Murray Valley Highway, Nyah VIC 3594, Australia"
Murray Valley Highway,SWAN HILL,-35.3929043,143.5713054,"Murray Valley Highway, Swan Hill VIC 3585, Australia"
Murray Valley Highway,MYSTIC PARK,-35.4953445,143.7101063,"Murray Valley Highway, Lake Boga VIC 3579, Australia"
Murray Valley Highway,ROBINVALE,-34.5782033,142.7674154,"Murray Valley Highway, Robinvale NSW 2737, Australia"
Murray Valley Highway,FAIRLEY,-35.684154,143.8125741471365,"Fairley, Shire of Gannawarra, VIC, Australia"
Murray Valley Highway,KERANG,-35.700294,143.8795424,"Murray Valley Highway, Kerang VIC 3579, Australia"
Murray Valley Highway,KERANG EAST,-35.7918584,144.0707957,"Murray Valley Highway, Shire of Gannawarra VIC 3579, Australia"
Murray Valley Highway,LAKE CHARM,-35.6190948,143.80345,"Murray Valley Highway, Shire of Gannawarra VIC 3581, Australia"
Murray Valley Highway,TRESCO,-35.4953445,143.7101063,"Murray Valley Highway, Lake Boga VIC 3579, Australia"
Murray Valley Highway,VINIFERA,-35.1853299,143.3771599,"Murray Valley Highway, Nyah VIC 3594, Australia"
Murray Valley Highway,BONEGILLA,-36.1412159,147.0037945,"Murray Valley Highway, Bonegilla VIC 3691, Australia"
Murray Valley Highway,BULLIOH,-36.194236,147.3147496,"Murray Valley Highway, Shire of Towong VIC 3700, Australia"
Murray Valley Highway,CORRYONG,-36.1809238,147.9250905,"Murray Valley Highway, Corryong VIC 3707, Australia"
Murray Valley Highway,EBDEN,-36.1412159,147.0037945,"Murray Valley Highway, Bonegilla VIC 3691, Australia"
Murray Valley Highway,RED BLUFF,-36.26667,147.1,"Huon (Red Bluff), VIC, Australia"
Murray Valley Highway,BOUNDARY BEND,-34.7160202,143.1503742,"Boundary Bend, Murray Valley Highway, Boundary Bend VIC 3599, Australia"
Murray Valley Highway,LAKE POWELL,-34.7128754,142.9533409,"Murray Valley Highway, Rural City of Swan Hill VIC 3597, Australia"
Murray Valley Highway,NARRUNG,-34.8327696,143.2643647,"Murray Valley Highway, Rural City of Swan Hill VIC 3597, Australia"
Murray Valley Highway,PIAMBIE,-35.453726,143.62707,"Murray Valley Highway, Lake Boga VIC 3584, Australia"
Murray Valley Highway,PIANGIL,-35.0524596,143.3276501,"Murray Valley Highway, Rural City of Swan Hill VIC 3597, Australia"
Murray Valley Highway,BURRAMINE,-35.999681,145.823382,"Murray Valley Highway, Shire of Moira VIC 3730, Australia"
Murray Valley Highway,ECHUCA VILLAGE,-36.141256,144.7722657,"Murray Valley Highway, Echuca VIC 3564, Australia"
Murray Valley Hwy,TOWONG UPPER,-36.1676796,147.9994507,"Murray Valley Highway, Shire of Towong VIC 3707, Australia"
Murrumbeena Road,MURRUMBEENA,-37.9065101,145.0618526,"Murrumbeena Road, Murrumbeena VIC 3163, Australia"
Must Street,PORTLAND,-38.3602749,141.6094187,"Must Street, Portland VIC 3305, Australia"
Myers Road,BITTERN,-38.3387762,145.1716848,"Myers Road, Bittern VIC 3918, Australia"
Myrtle Street,MYRTLEFORD,-36.5570226,146.7181494,"Myrtle Street, Myrtleford VIC 3737, Australia"
Myrtlebank Road,MYRTLEBANK,-38.0656625,147.0553498,"Myrtlebank Road, Myrtlebank VIC 3851, Australia"
Myrtleford-Yackandandah Road,MUDGEGONGA,-36.4910999,146.8346735,"Myrtleford - Yackandandah Road, Alpine Shire VIC 3737, Australia"
Napier Street,STRATHMORE,-37.7332902,144.9185412,"Napier Street, Strathmore VIC 3041, Australia"
Napoleon Road,ROWVILLE,-37.9228448,145.2700187,"Napoleon Road, Rowville VIC 3178, Australia"
Narracan Drive,NEWBOROUGH,-38.1832199,146.2771928,"Narracan Drive, Newborough VIC 3825, Australia"
Navigators Road,NAVIGATORS,-37.6305853,143.9647869,"Navigators Road, Shire of Moorabool VIC 3352, Australia"
Neale Road,DEER PARK,-37.7506862,144.7599014,"Neale Road, Deer Park VIC 3023, Australia"
Nelson Road,LILYDALE,-37.746148,145.3411911,"Nelson Road, Lilydale VIC 3140, Australia"
Nepean Highway,DROMANA,-38.3297579,144.9870387,"Nepean Highway, Dromana VIC 3936, Australia"
Nepean Highway,FRANKSTON SOUTH,-38.1552295,145.1065327,"Nepean Highway, Frankston South VIC 3199, Australia"
Nepean Highway,MORNINGTON,-38.23967,145.0362681,"Nepean Highway, Mornington VIC 3931, Australia"
Nepean Highway,MOUNT ELIZA,-38.183268,145.096618,"Nepean Highway, Mount Eliza VIC 3930, Australia"
Nepean Highway,MENTONE,-37.982707,145.074905,"Nepean Highway, Mentone VIC 3194, Australia"
Nepean Highway,CHELSEA,-38.047775,145.113795,"Nepean Highway, Chelsea VIC 3196, Australia"
Nepean Highway,BRIGHTON EAST,-37.915487,145.017876,"Nepean Highway, Brighton East VIC 3187, Australia"
Nepean Highway,EDITHVALE,-38.0391436,145.1088785,"Nepean Highway, Edithvale VIC 3196, Australia"
Nepean Highway,SEAFORD,-38.1214398,145.1248113,"Nepean Highway, Seaford VIC 3198, Australia"
Nepean Highway,ELSTERNWICK,-37.888568,145.001092,"Nepean Highway, Elsternwick VIC 3185, Australia"
Nepean Highway,PARKDALE,-37.9916,145.081726,"Nepean Highway, Parkdale VIC 3195, Australia"
Nepean Highway Service Road,MORNINGTON,-38.3314181,144.9846651,"Nepean Highway Service Road, Dromana VIC 3936, Australia"
Nerowie Road,PARWAN,-37.7531669,144.4435886,"Nerowie Road, Parwan VIC 3340, Australia"
New Dookie Road,GRAHAMVALE,-36.3646804,145.4327658,"New Dookie Road, Grahamvale VIC 3631, Australia"
Newcastle Street,PRESTON,-37.7532356,145.0109455,"Newcastle Street, Preston VIC 3072, Australia"
Newlands Road,COBURG,-37.7285171,144.9725743,"Newlands Road, Coburg North VIC 3058, Australia"
Newlands Road,RESERVOIR,-37.7159399,144.9833422,"Newlands Road, Reservoir VIC 3073, Australia"
Newlands Road,COBURG NORTH,-37.7285171,144.9725743,"Newlands Road, Coburg North VIC 3058, Australia"
Nicholson Street,BRUNSWICK EAST,-37.7645453,144.9801771,"Nicholson Street, Brunswick East VIC 3057, Australia"
Nicholson Street,COBURG,-37.7486461,144.9770297,"Nicholson Street, Coburg VIC 3058, Australia"
Ninth Street,MILDURA,-34.195462,142.1697442,"Ninth Street, Mildura VIC 3500, Australia"
Noble Street,NOBLE PARK,-37.9710982,145.1604083,"Noble Street, Noble Park VIC 3174, Australia"
Nolan Street,NORTH BENDIGO,-36.7462536,144.2858598,"Nolan Street, North Bendigo VIC 3550, Australia"
Norman Street,WENDOUREE,-37.535374,143.8498622,"Norman Street, Ballarat VIC 3355, Australia"
Normanby Avenue,THORNBURY,-37.7585247,144.9905902,"Normanby Avenue, Thornbury VIC 3071, Australia"
Normanby Drive,GREENVALE,-37.6567023,144.900856,"Normanby Drive, Greenvale VIC 3059, Australia"
Normanby Street,WARRAGUL,-38.151429,145.9415785,"Normanby Street, Warragul VIC 3820, Australia"
North Boundary Road,HAMILTON,-37.7237286,142.0022698,"North Boundary Road, Hamilton VIC 3300, Australia"
North Road,LANGWARRIN,-38.1642191,145.1829547,"North Road, Langwarrin VIC 3910, Australia"
North Road,PEARCEDALE,-38.1712418,145.2415108,"North Road, Pearcedale VIC 3912, Australia"
North Road,BRIGHTON EAST,-37.9019127,145.0234476,"North Road, Brighton East VIC 3187, Australia"
Northern Highway,ECHUCA,-36.1410545,144.7294381,"Northern Highway, Echuca VIC 3564, Australia"
Northern Highway,MYOLA,-36.6828245,144.665886,"Northern Highway, Shire of Campaspe VIC 3551, Australia"
Northern Highway,PYALONG,-37.1319754,144.8666541,"Northern Highway, Shire of Mitchell VIC 3521, Australia"
Northern Highway,WALLAN,-37.4343309,144.9776974,"Northern Highway, Beveridge VIC 3756, Australia"
Northern Highway,KILMORE,-37.3500764,144.961155,"Northern Highway, Kilmore VIC 3764, Australia"
Northern Highway,ARGYLE,-36.945857,144.7311506,"Northern Highway, Heathcote VIC 3523, Australia"
Northern Highway,LADYS PASS,-36.7888712,144.6998865,"Northern Highway, City of Greater Bendigo VIC 3523, Australia"
Northern Highway,TOOLLEEN,-36.755971,144.692774,"Northern Highway, Toolleen VIC, Australia"
NORTHERN Highway,ELMORE,-36.4306541,144.6522844,"Northern Highway, Elmore VIC 3558, Australia"
Northern Highway,TOOBORAC,-37.0475274,144.7990954,"Northern Highway, Tooborac VIC 3522, Australia"
Northern Highway,ELMORE,-36.4306541,144.6522844,"Northern Highway, Elmore VIC 3558, Australia"
Northern Highway,STRATHALLAN,-36.25,144.75,"Ballendella (Strathallan), VIC, Australia"
Northern Highway,HEATHCOTE,-36.8634413,144.7024419,"Northern Highway, Heathcote VIC 3523, Australia"
